WordID;TurkishWord;EnglishWord;Category;Difficulty
1381;önermek;suggest;Actions_Activities;3
1382;molası;break;Actions_Activities;3
1383;bayan;lady;People;3
1384;yarda;yard;Places_Locations;2
1385;yükselecek;rise;Actions_Activities;4
1386;darbe;blow;Actions_Activities;2
1387;dokunma;touch;Actions_Activities;3
1388;büyüdü;grew;Actions_Activities;3
1389;tel;wire;Objects_Things;1
1390;maliyet;cost;Finance;3
1391;kaybetti;lost;Actions_Activities;3
1392;gönderildi;sent;Actions_Activities;4
1393;düştü;fell;Actions_Activities;2
1394;akış;flow;Actions_Activities;2
1395;adil;fair;Adjectives;2
1396;kaydetmek;save;Actions_Activities;3
1397;kontrolü;control;Actions_Activities;3
1398;ondalık;decimal;Math;3
1399;kırdı;broke;Actions_Activities;2
1400;dava;case;Concepts;2
1401;oğlu;son;Family_Relationships;2
1402;ölçek;scale;Measurement;2
1403;yüksek sesle;loud;Adverbs;4
1404;bahar;spring;Time_Calendar;2
1405;gözlemlemek;observe;Actions_Activities;4
1406;ünsüz;consonant;Language_Communication;2
1407;ulus;nation;People;2
1408;Sözlük;dictionary;Objects_Things;2
1409;hız;speed;Measurement;1
1410;Organ;organ;Body_Parts;3
1411;ödeme;pay;Finance;3
1412;elbise;dress;Objects_Things;3
1413;bulut;cloud;Objects_Things;2
1414;sessiz;quiet;Adjectives;2
1415;küçücük;tiny;Adjectives;3
1416;tırmanış;climb;Actions_Activities;3
1417;serin;cool;Adjectives;3
1418;dizayn;design;Actions_Activities;3
1419;deneme;experiment;Actions_Activities;3
1420;alt;bottom;Location;1
1421;anahtar;key;Objects_Things;3
1422;demir;iron;Objects_Things;2
1423;sopa;stick;Objects_Things;2
1424;cilt;skin;Body_Parts;1
1425;gülümseme;smile;Actions_Activities;4
1426;kırışık;crease;Adjectives;3
1427;atlama;jump;Actions_Activities;3
1428;karşılamak;meet;Actions_Activities;4
1429;kök;root;Plants;1
1430;satın;buy;Actions_Activities;3
1431;yükseltmek;raise;Actions_Activities;3
1432;it;push;Animals;1
1433;paragraf;paragraph;Language_Communication;3
1434;Shall;shall;Language_Communication;1
1435;tutulan;held;Actions_Activities;4
1436;tanımlamak;describe;Actions_Activities;4
1437;aşçı;cook;Occupations;2
1438;güvenli;safe;Adjectives;3
1439;tipi;type;Objects_Things;2
1440;hukuk;law;Concepts;2
1441;bit;bit;Objects_Things;1
1442;sahil;coast;Places_Locations;2
1443;kopya;copy;Actions_Activities;2
1444;ifade;phrase;Actions_Activities;3
1445;uzun boylu;tall;Adjectives;4
1446;rulo;roll;Objects_Things;2
1447;sıcaklık;temperature;Measurement;3
1448;sanayi;industry;Concepts;3
1449;değeri;value;Concepts;3
1450;kavga;fight;Actions_Activities;2
1451;yalan;lie;Actions_Activities;3
1452;yendi;beat;Actions_Activities;2
1453;heyecanlandırmak;excite;Actions_Activities;6
1454;görünüm;view;Adjectives;4
1455;sense;sense;Language_Communication;2
1456;sermaye;capital;Concepts;3
1457;olmaz;won’t;Adjectives;2
1458;süreç;process;Actions_Activities;2
1459;işletmek;operate;Actions_Activities;3
1460;uygulama;practice;Actions_Activities;4
1461;öğlen;noon;Time_Calendar;3
1462;kırpma;crop;Actions_Activities;2
1463;çağdaş;modern;Adjectives;2
1464;besleme;supply;Actions_Activities;3
1465;kimin;whose;Question_Words;3
1466;yerleştirmek;locate;Actions_Activities;4
1467;halka;ring;Objects_Things;2
1468;karakter;character;Concepts;3
1469;yakalandı;caught;Actions_Activities;4
1470;dönemi;period;Time_Calendar;3
1471;göstermektedir;indicate;Actions_Activities;5
1472;radyo;radio;Objects_Things;2
1473;konuştu;spoke;Language_Communication;3
1474;atomudur;atom;Science_Technology;4
1475;insan;human;People;3
1476;geçmişi;history;Time_Calendar;3
1477;etkisi;effect;Concepts;3
1478;bekliyoruz;expect;Actions_Activities;4
1479;kemik;bone;Body_Parts;2
1480;demiryolu;rail;Objects_Things;4
1481;hayal;imagine;Concepts;2
1482;katılıyorum;agree;Actions_Activities;6
1483;böylece;thus;Adverbs;3
1484;nazik;gentle;Adjectives;2
1485;kaptan;captain;Occupations;3
1486;sanırım;guess;Adverbs;4
1487;keskin;sharp;Adjectives;3
1488;kanat;wing;Body_Parts;2
1489;oluşturmak;create;Actions_Activities;4
1490;komşu;neighbor;People;2
1491;yıkama;wash;Actions_Activities;3
1492;yarasa;bat;Animals;3
1493;yerine;rather;Location;3
1494;karşılaştırma;compare;Concepts;5
1495;dize;string;Objects_Things;2
1496;çan;bell;Objects_Things;2
1497;bağlı;depend;Adjectives;2
1498;ovmak;rub;Actions_Activities;2
1499;tüp;tube;Objects_Things;1
1500;dolar;dollar;Finance;2
1501;akışı;stream;Actions_Activities;3
1502;korku;fear;Feelings_Emotions;2
1503;görüş;sight;Concepts;2
1504;üçgen;triangle;Shapes;3
1505;gezegen;planet;Objects_Things;4
1506;acele;hurry;Adjectives;3
1507;koloni;colony;Objects_Things;3
1508;mayın;mine;Objects_Things;3
1509;kravat;tie;Objects_Things;2
1510;girin;enter;Actions_Activities;3
1511;arama;search;Actions_Activities;3
1512;gun;gun;Objects_Things;2
1513;izin;allow;Actions_Activities;3
1514;ölü;dead;Adjectives;2
1515;çöl;desert;Places_Locations;1
1516;takım elbise;suit;Objects_Things;5
1517;akım;current;Objects_Things;3
1518;asansör;lift;Objects_Things;3
1519;gül;rose;Plants;1
1520;iz;track;Objects_Things;1
1521;ebeveyn;parent;People;4
1522;kıyı;shore;Places_Locations;2
1523;bölünme;division;Concepts;3
1524;levha;sheet;Objects_Things;2
1525;iyilik;favor;Adjectives;3
1526;sonrası;post;Time_Calendar;3
1527;akor;chord;Music;2
1528;şişman;fat;Adjectives;3
1529;memnun;glad;Adjectives;3
1530;orijinal;original;Adjectives;4
1531;payı;share;Finance;2
1532;istasyon;station;Places_Locations;4
1533;bar;bar;Places_Locations;1
1534;teklif;offer;Actions_Activities;2
1535;segmenti;segment;Objects_Things;3
1536;köle;slave;People;2
1537;ördek;duck;Animals;2
1538;anlık;instant;Adjectives;2
1539;derecesi;degree;Measurement;4
1540;civciv;chick;Animals;2
1541;sevgili;dear;People;3
1542;düşman;enemy;People;3
1543;içki;drink;Food_Drink;2
1544;meydana;occur;Actions_Activities;3
1545;konuşma;speech;Language_Communication;3
1546;doğa;nature;Nature;2
1547;aralığı;range;Measurement;4
1548;buhar;steam;Nature;2
1549;log;log;Objects_Things;1
1550;dişler;teeth;Body_Parts;2
1551;kabuk;shell;Objects_Things;2
1552;oksijen;oxygen;Science_Technology;4
1553;beceri;skill;Concepts;3
1554;sezon;season;Time_Calendar;3
1555;mıknatıs;magnet;Objects_Things;3
1556;teşekkür ederim;thank;Language_Communication;7
1557;şube;branch;Objects_Things;2
1558;sonek;suffix;Language_Communication;2
1559;incir;fig;Food_Drink;2
1560;korkuyor;afraid;Feelings_Emotions;3
1561;çelik;steel;Objects_Things;2
1562;ileri;forward;Adjectives;3
1563;benzer;similar;Adjectives;2
1564;kılavuz;guide;Occupations;3
1565;deneyim;experience;Actions_Activities;4
1566;satın aldı;bought;Actions_Activities;4
1567;açtı;led;Actions_Activities;2
1568;zift;pitch;Objects_Things;1
1569;ceket;coat;Objects_Things;2
1570;kitle;mass;Concepts;2
1571;halat;rope;Objects_Things;2
1572;kayma;slip;Actions_Activities;2
1573;win;win;Actions_Activities;2
1574;durumu;condition;Concepts;3
1575;beslemek;feed;Actions_Activities;3
1576;aracı;tool;Objects_Things;3
1577;vadi;valley;Places_Locations;2
1578;bloğu;block;Objects_Things;2
1579;grafiği;chart;Objects_Things;3
1580;anlaşma;deal;Actions_Activities;3
1581;yüzmek;swim;Actions_Activities;2
1582;vadeli;term;Finance;3
1583;karşısında;opposite;Location;4
1584;karısı;wife;Family_Relationships;3
1585;omuz;shoulder;Body_Parts;2
1586;yaymak;spread;Actions_Activities;2
1587;kamp;camp;Places_Locations;1
1588;icat;invent;Actions_Activities;2
1589;doğmuş;born;Adjectives;2
1590;belirlemek;determine;Actions_Activities;4
1591;kuart;quart;Objects_Things;1
1592;kamyon;truck;Transportation;3
1593;gürültü;noise;Perception;3
1594;seviyesi;level;Concepts;4
1595;streç;stretch;Objects_Things;1
1596;parlaklık;shine;Adjectives;3
1597;mülkiyet;property;Concepts;3
1598;sütun;column;Objects_Things;3
1599;molekülü;molecule;Science_Technology;4
1600;seçin;select;Actions_Activities;3
1601;gerektirir;require;Concepts;4
1602;hazırlamak;prepare;Actions_Activities;4
1603;çoğul;plural;Language_Communication;2
1604;öfke;anger;Feelings_Emotions;2
1605;iddia;claim;Concepts;2
1606;kıta;continent;Places_Locations;2
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
